Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Status_encoded,SuccessRate_semester1,SuccessRate_semester2,Grade_improvement,Total_credit_enrolled,Total_credit_approval,is_financially_secure,economic_stress
1,1,9147,1,151.0,1,38,4,7,137.0,1,0,1,1,0,18,5,5,5,13.4,5,5,5,15.0,8.9,1.4,3.51,Graduate,1,1.0,1.0,1.5999999999999996,10,10,0,4.914
39,1,9254,1,133.1,34,34,0,0,120.0,0,1,0,1,0,45,6,12,0,0.0,6,12,0,0.0,9.4,-0.8,-3.12,Dropout,0,0.0,0.0,0.0,12,0,0,2.4960000000000004
39,1,9991,0,120.0,34,34,0,0,120.5,1,0,1,1,0,30,5,5,2,11.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.4,0.0,-11.0,10,2,0,0.8320000000000001
51,1,9991,0,120.0,1,4,4,10,118.1,0,0,1,1,0,28,15,17,13,12.0,13,13,9,11.333333333333334,8.9,1.4,3.51,Dropout,0,0.8666666666666667,0.6923076923076923,-0.6666666666666661,28,22,0,4.914
39,1,9991,0,110.0,37,37,9,9,139.0,0,0,1,1,0,40,5,0,0,0.0,5,0,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,10,0,0,-6.29
39,2,9147,1,133.1,38,19,4,10,116.3,0,0,0,1,0,32,5,5,0,0.0,5,9,0,0.0,10.8,1.4,1.74,Dropout,0,0.0,0.0,0.0,10,0,0,2.436
17,5,9254,1,118.0,19,37,5,5,120.5,1,0,1,1,0,19,6,12,4,12.5,6,12,4,10.25,7.6,2.6,0.32,Dropout,0,0.6666666666666666,0.6666666666666666,-2.25,12,8,0,0.8320000000000001
1,1,9070,1,139.0,1,19,3,9,134.9,1,0,1,1,0,20,6,7,6,13.666666666666666,6,7,6,12.166666666666666,16.2,0.3,-0.92,Graduate,1,1.0,1.0,-1.5,12,12,0,-0.276
17,1,9119,1,130.0,1,3,4,2,123.0,0,0,1,1,0,18,5,10,1,10.0,5,7,0,0.0,9.4,-0.8,-3.12,Dropout,0,0.2,0.0,-10.0,10,1,0,2.4960000000000004
17,1,9670,1,132.0,38,37,9,9,122.9,0,0,0,1,0,20,6,6,6,11.5,6,9,2,13.0,10.8,1.4,1.74,Dropout,0,1.0,0.3333333333333333,1.5,12,8,0,2.436
39,1,9991,0,100.0,37,38,9,4,140.0,0,0,1,1,0,39,5,7,4,12.25,5,7,4,12.75,15.5,2.8,-4.06,Enrolled,1,0.8,0.8,0.5,10,8,0,-11.367999999999999
17,1,9085,1,120.0,19,38,4,8,122.5,0,0,0,1,0,19,6,11,5,13.6,6,11,5,13.666666666666666,11.1,0.6,2.02,Enrolled,1,0.8333333333333334,0.8333333333333334,0.06666666666666643,12,10,0,1.212
39,1,9991,0,133.1,37,37,9,9,121.5,0,0,1,1,0,38,5,11,2,10.5,5,9,3,11.333333333333334,7.6,2.6,0.32,Enrolled,1,0.4,0.6,0.8333333333333339,10,5,0,0.8320000000000001
17,3,9500,1,156.0,19,37,4,9,132.3,1,0,1,1,1,18,7,7,6,13.266666666666666,7,7,6,13.266666666666666,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
17,4,9500,1,143.0,19,38,9,6,131.5,1,0,1,1,1,18,7,8,7,12.5125,8,8,8,14.1875,13.9,-0.3,0.79,Graduate,1,1.0,1.0,1.6750000000000007,15,15,0,-0.237
43,1,9130,1,133.1,34,34,0,0,128.2,0,0,1,1,0,28,5,9,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
39,1,9670,1,140.0,37,37,9,9,148.0,1,0,0,1,0,31,6,14,0,0.0,6,6,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,12,0,0,-6.29
1,1,9500,1,127.0,2,19,3,9,121.5,0,0,1,1,0,23,7,7,6,13.483333333333334,7,7,6,13.483333333333334,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
1,1,9500,1,135.0,38,19,194,193,135.4,1,0,1,1,0,21,7,9,6,12.565,8,12,5,12.16,11.1,0.6,2.02,Enrolled,1,0.8571428571428571,0.625,-0.40499999999999936,15,11,0,1.212
39,1,9238,1,133.1,37,37,9,9,139.0,0,1,0,1,0,33,6,8,0,0.0,5,6,0,0.0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,11,0,0,-0.276
43,1,9147,1,120.0,37,37,5,3,113.4,0,0,1,1,0,22,5,9,3,13.0,5,9,3,11.666666666666666,12.7,3.7,-1.7,Dropout,0,0.6,0.6,-1.333333333333334,10,6,0,-6.29
44,1,9119,1,150.0,19,37,9,9,150.0,1,1,1,1,0,20,5,6,5,16.5,5,7,5,17.714285714285715,12.4,0.5,1.79,Dropout,0,1.0,1.0,1.2142857142857153,10,10,0,0.895
17,1,9670,1,123.0,37,38,3,3,122.0,0,1,1,1,0,19,6,7,6,13.166666666666666,6,9,5,13.2,8.9,1.4,3.51,Enrolled,1,1.0,0.8333333333333334,0.033333333333333215,12,11,0,4.914
44,1,9085,1,150.0,38,38,4,1,150.0,1,0,1,1,0,20,6,11,6,13.8,6,7,6,13.142857142857142,16.2,0.3,-0.92,Graduate,1,1.0,1.0,-0.6571428571428584,12,12,0,-0.276
39,1,9254,1,133.1,37,37,5,7,119.3,1,0,1,1,0,25,6,7,6,11.166666666666666,6,11,4,11.8,9.4,-0.8,-3.12,Enrolled,1,1.0,0.6666666666666666,0.6333333333333346,12,10,0,2.4960000000000004
39,1,9003,1,130.0,1,1,9,4,140.0,0,0,0,1,0,25,6,0,0,0.0,6,0,0,0.0,13.9,-0.3,0.79,Dropout,0,0.0,0.0,0.0,12,0,0,-0.237
1,4,9070,1,140.0,4,19,2,10,125.0,1,0,1,1,0,19,6,7,6,12.666666666666666,6,8,6,12.142857142857142,9.4,-0.8,-3.12,Enrolled,1,1.0,1.0,-0.5238095238095237,12,12,0,2.4960000000000004
1,1,9670,1,141.0,2,1,2,4,140.7,1,0,1,1,0,20,5,5,5,12.6,5,6,4,14.5,7.6,2.6,0.32,Graduate,1,1.0,0.8,1.9000000000000004,10,9,0,0.8320000000000001
39,1,9500,1,133.1,19,19,4,4,100.0,0,0,1,1,0,33,7,7,5,13.06,7,9,0,0.0,16.2,0.3,-0.92,Enrolled,1,0.7142857142857143,0.0,-13.06,14,5,0,-0.276
17,5,9773,1,146.0,1,37,5,5,146.7,1,0,1,1,0,19,6,7,6,13.833333333333334,6,8,6,13.625,7.6,2.6,0.32,Graduate,1,1.0,1.0,-0.20833333333333393,12,12,0,0.8320000000000001
39,1,9130,1,133.1,34,34,99,99,96.0,0,0,1,1,0,31,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
44,1,9119,1,160.0,3,38,2,3,160.0,0,1,0,1,0,24,6,6,2,16.0,7,7,2,16.0,8.9,1.4,3.51,Dropout,0,0.3333333333333333,0.2857142857142857,0.0,13,4,0,4.914
44,1,9119,1,130.0,19,3,3,4,130.0,0,1,0,1,0,23,5,5,0,0.0,5,5,0,0.0,15.5,2.8,-4.06,Dropout,0,0.0,0.0,0.0,10,0,0,-11.367999999999999
39,1,9991,0,160.0,1,3,1,2,130.0,0,0,0,1,1,26,5,12,3,10.666666666666666,5,11,3,10.666666666666666,9.4,-0.8,-3.12,Dropout,0,0.6,0.6,0.0,10,6,1,2.4960000000000004
43,1,9070,1,140.0,37,37,6,6,140.0,1,0,1,1,0,38,18,18,18,14.5,18,18,18,14.5,16.2,0.3,-0.92,Graduate,1,1.0,1.0,0.0,36,36,0,-0.276
1,6,9119,1,126.0,19,19,7,3,116.6,1,0,1,1,1,20,5,6,5,14.0,5,7,5,13.8,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.1999999999999993,10,10,0,4.914
17,5,9119,1,118.0,1,19,9,9,120.5,1,0,1,1,0,20,5,10,3,13.333333333333334,5,11,5,13.571428571428571,12.4,0.5,1.79,Graduate,1,0.6,1.0,0.23809523809523725,10,8,0,0.895
39,1,9085,1,133.1,3,1,2,5,103.0,0,0,1,1,0,25,6,0,0,0.0,6,0,0,0.0,10.8,1.4,1.74,Dropout,0,0.0,0.0,0.0,12,0,0,2.436
17,2,9070,1,121.0,1,19,144,144,111.9,1,0,1,1,0,19,6,9,5,12.0,6,10,4,11.2,8.9,1.4,3.51,Graduate,1,0.8333333333333334,0.6666666666666666,-0.8000000000000007,12,9,0,4.914
17,1,9119,1,148.0,1,38,4,5,148.7,0,0,1,1,0,18,5,6,5,16.2,5,8,5,16.0,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.1999999999999993,10,10,0,4.914
43,1,9991,0,133.1,12,12,9,9,120.0,0,0,1,1,0,28,13,13,7,10.285714285714286,11,13,5,10.6,10.8,1.4,1.74,Dropout,0,0.5384615384615384,0.45454545454545453,0.31428571428571317,24,12,0,2.436
1,2,9119,1,140.0,19,19,9,9,125.7,1,0,1,1,0,18,5,5,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12,Enrolled,1,0.0,0.0,0.0,10,0,0,2.4960000000000004
1,1,9254,1,132.0,1,38,9,9,120.1,1,0,1,1,1,20,6,7,6,13.571428571428571,6,8,6,13.166666666666666,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.4047619047619051,12,12,0,4.914
1,1,9130,1,140.0,4,3,3,3,127.8,0,0,1,1,0,18,6,7,6,14.285714285714286,6,9,6,14.857142857142858,11.1,0.6,2.02,Graduate,1,1.0,1.0,0.5714285714285712,12,12,0,1.212
17,3,9147,1,112.0,1,1,3,3,106.4,1,0,1,1,0,19,5,7,5,10.2,5,6,4,10.5,12.4,0.5,1.79,Graduate,1,1.0,0.8,0.3000000000000007,10,9,0,0.895
42,1,9500,1,100.0,19,19,9,9,100.0,0,1,1,1,0,24,8,16,2,10.25,8,16,2,10.25,12.7,3.7,-1.7,Dropout,0,0.25,0.25,0.0,16,4,0,-6.29
17,4,9085,1,126.0,1,3,5,5,123.9,1,0,1,1,0,21,6,0,0,0.0,6,0,0,0.0,10.8,1.4,1.74,Dropout,0,0.0,0.0,0.0,12,0,0,2.436
1,1,9670,1,150.0,3,37,4,7,139.5,0,0,1,1,1,20,6,7,6,14.833333333333334,6,6,6,14.833333333333334,12.7,3.7,-1.7,Graduate,1,1.0,1.0,0.0,12,12,0,-6.29
44,1,9003,1,150.0,19,1,9,8,150.0,1,0,1,1,0,21,6,12,5,13.625,6,6,5,12.6,13.9,-0.3,0.79,Graduate,1,0.8333333333333334,0.8333333333333334,-1.0250000000000004,12,10,0,-0.237
1,1,9556,1,144.0,19,19,193,144,139.8,0,1,1,1,0,24,7,7,7,12.271428571428572,8,10,7,13.657142857142857,10.8,1.4,1.74,Graduate,1,1.0,0.875,1.3857142857142843,15,14,0,2.436
39,1,9991,0,133.1,38,37,9,9,154.4,0,0,1,1,0,27,5,0,0,0.0,5,0,0,0.0,10.8,1.4,1.74,Dropout,0,0.0,0.0,0.0,10,0,0,2.436
17,6,9147,1,120.0,37,38,9,9,115.5,1,1,0,1,0,19,5,8,4,12.5,5,9,5,10.5,8.9,1.4,3.51,Enrolled,1,0.8,1.0,-2.0,10,9,0,4.914
39,1,8014,0,133.1,3,19,4,7,119.0,0,0,1,1,0,39,9,10,9,13.22222222222222,7,8,7,13.142857142857142,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.0793650793650773,16,16,0,4.914
39,1,33,1,133.1,19,37,9,9,96.1,0,0,1,1,0,25,7,13,2,15.0,7,12,2,11.5,12.4,0.5,1.79,Dropout,0,0.2857142857142857,0.2857142857142857,-3.5,14,4,0,0.895
43,1,9070,1,133.0,1,2,9,2,128.8,0,0,1,1,0,19,12,12,12,13.166666666666666,12,12,12,13.0,10.8,1.4,1.74,Graduate,1,1.0,1.0,-0.16666666666666607,24,24,0,2.436
18,1,9773,1,124.0,38,37,9,8,126.8,0,0,1,1,1,21,6,8,5,13.833333333333334,6,6,4,14.0,13.9,-0.3,0.79,Graduate,1,0.8333333333333334,0.6666666666666666,0.16666666666666607,12,9,0,-0.237
7,1,9991,0,130.0,1,3,4,2,130.0,0,0,1,1,0,27,5,0,0,0.0,5,0,0,0.0,8.9,1.4,3.51,Dropout,0,0.0,0.0,0.0,10,0,0,4.914
1,3,9147,1,124.0,1,1,5,3,116.7,1,0,1,1,0,19,5,6,0,0.0,5,6,0,0.0,7.6,2.6,0.32,Enrolled,1,0.0,0.0,0.0,10,0,0,0.8320000000000001
17,3,9500,1,132.0,3,1,2,7,125.5,1,0,1,1,0,18,8,8,7,13.154285714285717,8,8,7,13.154285714285717,10.8,1.4,1.74,Enrolled,1,0.875,0.875,0.0,16,14,0,2.436
7,1,9670,1,110.0,27,37,3,3,110.0,1,0,1,1,0,27,12,12,9,12.333333333333334,11,11,6,13.166666666666666,9.4,-0.8,-3.12,Dropout,0,0.75,0.5454545454545454,0.8333333333333321,23,15,0,2.4960000000000004
1,3,9773,1,127.0,19,38,8,3,133.7,1,1,1,1,0,18,6,6,6,13.0,6,7,5,11.8,12.7,3.7,-1.7,Dropout,0,1.0,0.8333333333333334,-1.1999999999999993,12,11,0,-6.29
1,1,9130,1,130.0,2,3,9,1,117.6,0,0,1,1,0,19,5,14,2,11.5,5,8,5,11.4,9.4,-0.8,-3.12,Enrolled,1,0.4,1.0,-0.09999999999999964,10,7,0,2.4960000000000004
44,1,9003,1,140.0,19,38,9,10,140.0,0,0,1,1,0,19,6,15,3,13.25,6,9,1,12.0,13.9,-0.3,0.79,Dropout,0,0.5,0.16666666666666666,-1.25,12,4,0,-0.237
44,1,9003,1,150.0,19,1,1,1,150.0,0,0,1,1,0,22,6,12,3,13.333333333333334,6,12,3,12.75,15.5,2.8,-4.06,Enrolled,1,0.5,0.5,-0.5833333333333339,12,6,0,-11.367999999999999
16,2,9238,1,133.0,19,38,4,5,133.7,1,0,1,0,0,18,6,6,6,13.5,6,6,6,12.166666666666666,10.8,1.4,1.74,Graduate,1,1.0,1.0,-1.333333333333334,12,12,0,2.436
16,4,9773,1,109.0,37,37,9,3,137.0,1,0,1,0,1,18,6,7,6,12.666666666666666,6,8,5,12.8,10.8,1.4,1.74,Graduate,1,1.0,0.8333333333333334,0.13333333333333464,12,11,0,2.436
43,1,9147,1,133.1,4,19,2,1,128.2,0,0,1,0,0,23,11,18,11,15.090909090909092,6,7,6,14.5,9.4,-0.8,-3.12,Dropout,0,1.0,1.0,-0.5909090909090917,17,17,0,2.4960000000000004
17,3,9773,1,134.0,2,1,3,3,129.5,1,0,1,1,0,18,6,7,6,13.166666666666666,6,7,6,12.666666666666666,16.2,0.3,-0.92,Graduate,1,1.0,1.0,-0.5,12,12,0,-0.276
1,4,9773,1,125.0,19,19,9,7,129.6,1,0,1,1,0,18,6,6,6,12.833333333333334,6,8,6,12.833333333333334,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.0,12,12,0,0.895
17,3,9119,1,135.0,1,19,141,193,121.7,1,0,1,1,0,18,5,7,5,11.8,5,9,3,12.0,8.9,1.4,3.51,Enrolled,1,1.0,0.6,0.1999999999999993,10,8,0,4.914
17,2,9773,1,132.0,19,1,9,9,141.8,1,0,1,1,0,20,6,6,6,11.833333333333334,6,6,6,12.166666666666666,12.7,3.7,-1.7,Graduate,1,1.0,1.0,0.33333333333333215,12,12,0,-6.29
1,3,9773,1,135.0,3,1,2,4,129.8,1,0,1,1,0,20,6,6,5,12.8,6,11,3,12.75,15.5,2.8,-4.06,Graduate,1,0.8333333333333334,0.5,-0.05000000000000071,12,8,0,-11.367999999999999
44,1,9070,1,100.0,1,1,4,4,106.0,0,0,1,1,0,21,7,7,5,11.8,9,9,5,11.0,12.4,0.5,1.79,Dropout,0,0.7142857142857143,0.5555555555555556,-0.8000000000000007,16,10,0,0.895
17,1,9119,1,125.0,19,1,5,4,121.5,1,0,1,1,0,20,5,7,5,15.8,5,7,5,14.571428571428571,11.1,0.6,2.02,Dropout,0,1.0,1.0,-1.2285714285714295,10,10,0,1.212
44,1,9119,1,130.0,38,19,9,5,130.0,1,0,1,1,0,19,5,9,2,12.5,5,10,3,11.6,12.4,0.5,1.79,Enrolled,1,0.4,0.6,-0.9000000000000004,10,5,0,0.895
17,1,9670,1,117.0,1,1,4,4,117.7,1,0,1,1,0,20,6,9,6,14.666666666666666,6,7,6,13.857142857142858,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.8095238095238084,12,12,0,4.914
44,1,9085,1,140.0,19,37,5,7,140.0,1,0,1,1,0,19,6,10,4,12.5,6,16,2,12.0,12.4,0.5,1.79,Dropout,0,0.6666666666666666,0.3333333333333333,-0.5,12,6,0,0.895
1,1,9119,1,132.0,1,12,3,3,133.1,1,0,1,1,0,19,5,7,3,12.0,6,10,2,10.5,11.1,0.6,2.02,Dropout,0,0.6,0.3333333333333333,-1.5,11,5,0,1.212
15,1,9119,1,133.1,2,2,2,2,100.0,0,1,1,1,0,24,8,8,7,13.142857142857142,6,8,6,11.833333333333334,8.9,1.4,3.51,Enrolled,1,0.875,1.0,-1.3095238095238084,14,13,0,4.914
17,1,9670,1,132.0,19,1,5,4,119.1,0,1,1,1,0,18,6,6,3,12.666666666666666,6,11,4,11.142857142857142,10.8,1.4,1.74,Dropout,0,0.5,0.6666666666666666,-1.5238095238095237,12,7,0,2.436
1,1,9119,1,148.0,19,19,9,8,129.8,0,0,0,1,1,18,5,6,5,15.0,5,6,5,14.2,8.9,1.4,3.51,Enrolled,1,1.0,1.0,-0.8000000000000007,10,10,1,4.914
1,1,9238,1,133.0,19,38,9,7,131.3,1,1,1,0,0,18,6,7,5,13.6,6,7,5,11.8,8.9,1.4,3.51,Dropout,0,0.8333333333333334,0.8333333333333334,-1.799999999999999,12,10,0,4.914
17,5,9773,1,143.0,1,1,7,7,136.7,1,0,1,0,0,18,6,6,6,12.5,6,6,6,13.833333333333334,8.9,1.4,3.51,Graduate,1,1.0,1.0,1.333333333333334,12,12,0,4.914
17,1,9238,1,143.0,19,37,9,9,126.2,1,0,1,0,1,21,6,7,6,13.333333333333334,6,7,6,13.5,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.16666666666666607,12,12,0,0.895
15,1,9085,1,133.1,37,37,9,9,109.6,0,0,1,0,0,18,6,13,4,12.25,6,15,5,11.0,11.1,0.6,2.02,Dropout,0,0.6666666666666666,0.8333333333333334,-1.25,12,9,0,1.212
1,1,9500,1,141.0,1,19,3,3,131.9,1,0,1,0,1,18,7,7,7,15.101428571428572,8,8,8,16.09375,11.1,0.6,2.02,Graduate,1,1.0,1.0,0.9923214285714277,15,15,0,1.212
1,2,9238,1,140.0,19,37,9,9,140.7,1,0,1,0,1,18,6,6,6,13.166666666666666,6,6,6,16.0,10.8,1.4,1.74,Graduate,1,1.0,1.0,2.833333333333334,12,12,0,2.436
18,6,8014,0,134.0,3,19,2,4,120.7,1,0,1,0,0,23,6,8,4,11.0,6,6,0,0.0,13.9,-0.3,0.79,Dropout,0,0.6666666666666666,0.0,-11.0,12,4,0,-0.237
1,2,9147,1,118.0,3,19,2,4,113.8,1,0,1,0,0,21,5,9,3,11.666666666666666,5,9,4,11.75,8.9,1.4,3.51,Graduate,1,0.6,0.8,0.08333333333333393,10,7,0,4.914
1,1,9238,1,135.0,19,38,7,5,121.0,0,0,1,0,0,20,6,13,1,10.0,6,13,1,13.0,9.4,-0.8,-3.12,Enrolled,1,0.16666666666666666,0.16666666666666666,3.0,12,2,0,2.4960000000000004
17,1,8014,0,119.0,34,34,0,0,112.4,1,0,1,0,0,26,7,15,7,11.571428571428571,6,14,2,11.0,7.6,2.6,0.32,Dropout,0,1.0,0.3333333333333333,-0.5714285714285712,13,9,0,0.8320000000000001
1,6,9773,1,145.0,1,19,4,4,131.0,1,0,1,0,1,18,6,6,6,12.166666666666666,6,10,5,11.2,7.6,2.6,0.32,Enrolled,1,1.0,0.8333333333333334,-0.9666666666666668,12,11,0,0.8320000000000001
1,1,9670,1,123.0,19,19,9,8,125.5,0,0,0,0,1,19,6,6,6,13.833333333333334,6,7,6,14.285714285714286,8.9,1.4,3.51,Graduate,1,1.0,1.0,0.45238095238095255,12,12,1,4.914
1,3,9500,1,108.0,19,1,9,3,107.8,1,0,1,0,1,20,7,10,6,12.357142857142858,8,9,7,13.0,13.9,-0.3,0.79,Graduate,1,0.8571428571428571,0.875,0.6428571428571423,15,13,0,-0.237
1,3,9773,1,117.0,38,19,7,7,110.4,1,1,0,0,0,19,6,7,6,12.166666666666666,6,10,2,10.333333333333334,16.2,0.3,-0.92,Dropout,0,1.0,0.3333333333333333,-1.8333333333333321,12,8,0,-0.276
44,1,9238,1,140.0,37,19,191,102,136.1,1,1,1,0,0,21,6,8,3,12.0,6,6,2,12.5,12.4,0.5,1.79,Enrolled,1,0.5,0.3333333333333333,0.5,12,5,0,0.895
39,1,9254,1,170.0,37,37,4,6,138.3,0,0,1,0,0,33,10,14,9,12.416666666666666,9,14,7,13.0,10.8,1.4,1.74,Graduate,1,0.9,0.7777777777777778,0.5833333333333339,19,16,0,2.436
1,2,9085,1,157.0,3,38,4,6,142.3,0,0,1,0,0,18,5,7,4,12.75,5,6,4,12.75,7.6,2.6,0.32,Graduate,1,0.8,0.8,0.0,10,8,0,0.8320000000000001
42,1,9500,1,141.0,37,1,9,4,145.0,0,0,1,0,0,21,21,33,18,14.933333333333334,21,33,18,14.933333333333334,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,42,36,0,0.8320000000000001
1,1,9773,1,125.0,3,19,2,3,125.7,1,0,1,0,0,19,6,6,6,13.0,6,7,6,11.666666666666666,8.9,1.4,3.51,Graduate,1,1.0,1.0,-1.333333333333334,12,12,0,4.914
39,1,9853,1,133.1,38,19,9,9,108.0,0,1,0,0,0,33,7,7,7,12.857142857142858,7,8,6,12.666666666666666,8.9,1.4,3.51,Enrolled,1,1.0,0.8571428571428571,-0.19047619047619158,14,13,0,4.914
1,4,9500,1,143.0,38,38,5,5,128.7,1,0,1,0,0,18,7,10,7,14.455000000000002,8,8,8,13.91,15.5,2.8,-4.06,Graduate,1,1.0,1.0,-0.5450000000000017,15,15,0,-11.367999999999999
1,1,9670,1,142.0,1,19,4,4,128.0,0,0,1,0,1,18,6,8,6,14.0,6,7,6,13.285714285714286,11.1,0.6,2.02,Graduate,1,1.0,1.0,-0.7142857142857135,12,12,0,1.212
1,3,9773,1,150.0,19,38,4,4,146.5,1,0,1,0,1,20,6,6,6,13.5,6,7,6,12.666666666666666,11.1,0.6,2.02,Graduate,1,1.0,1.0,-0.8333333333333339,12,12,0,1.212
1,2,9254,1,112.0,37,37,6,6,106.1,1,0,0,0,0,20,6,0,0,0.0,6,0,0,0.0,11.1,0.6,2.02,Dropout,0,0.0,0.0,0.0,12,0,0,1.212
17,2,8014,0,133.1,19,1,1,1,118.0,0,0,1,0,1,20,6,6,6,11.666666666666666,6,12,5,14.0,10.8,1.4,1.74,Graduate,1,1.0,0.8333333333333334,2.333333333333334,12,11,0,2.436
17,1,9085,1,125.0,1,37,4,9,117.0,1,0,1,0,1,19,5,6,4,12.0,5,8,5,13.333333333333334,10.8,1.4,1.74,Graduate,1,0.8,1.0,1.333333333333334,10,9,0,2.436
1,3,9238,1,121.0,38,37,8,8,115.4,1,0,1,0,1,19,6,7,6,11.714285714285714,6,6,6,11.833333333333334,13.9,-0.3,0.79,Graduate,1,1.0,1.0,0.1190476190476204,12,12,0,-0.237
17,3,9238,1,133.1,41,1,2,3,117.0,1,0,1,0,0,21,6,8,6,12.666666666666666,6,7,6,12.428571428571429,11.1,0.6,2.02,Graduate,1,1.0,1.0,-0.23809523809523725,12,12,0,1.212
39,1,9085,1,133.1,3,3,4,2,144.9,1,0,1,0,0,26,6,11,3,11.75,6,19,4,12.8,12.4,0.5,1.79,Enrolled,1,0.5,0.6666666666666666,1.0500000000000007,12,7,0,0.895
17,1,9238,1,135.0,37,37,8,6,127.0,0,0,1,0,0,21,6,0,0,0.0,6,0,0,0.0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,12,0,0,-0.276
1,4,9500,1,132.0,19,38,5,5,118.0,1,0,1,0,0,18,8,8,7,12.328571428571427,8,8,7,12.328571428571427,12.7,3.7,-1.7,Graduate,1,0.875,0.875,0.0,16,14,0,-6.29
39,1,9853,1,133.1,37,37,9,8,118.0,0,0,1,0,0,27,7,14,6,11.666666666666666,7,10,1,10.0,12.4,0.5,1.79,Dropout,0,0.8571428571428571,0.14285714285714285,-1.666666666666666,14,7,0,0.895
43,1,9070,1,135.0,1,38,3,9,126.4,1,0,1,0,1,20,12,12,12,13.25,12,12,11,12.727272727272728,15.5,2.8,-4.06,Graduate,1,1.0,0.9166666666666666,-0.5227272727272716,24,23,0,-11.367999999999999
43,1,9670,1,110.0,19,3,7,10,110.0,0,0,1,0,0,21,6,8,5,11.833333333333334,6,8,4,13.25,16.2,0.3,-0.92,Enrolled,1,0.8333333333333334,0.6666666666666666,1.416666666666666,12,9,0,-0.276
17,1,9556,1,133.0,38,37,9,9,124.4,1,0,1,0,1,18,7,7,7,13.3,8,8,8,15.125,15.5,2.8,-4.06,Graduate,1,1.0,1.0,1.8249999999999993,15,15,0,-11.367999999999999
44,1,9085,1,140.0,1,19,9,9,140.0,1,0,1,0,0,20,6,13,6,12.555555555555555,6,11,5,11.8,16.2,0.3,-0.92,Enrolled,1,1.0,0.8333333333333334,-0.7555555555555546,12,11,0,-0.276
1,1,9773,1,135.0,1,19,4,10,129.4,1,0,1,0,0,18,6,6,6,12.833333333333334,6,7,6,12.166666666666666,11.1,0.6,2.02,Graduate,1,1.0,1.0,-0.6666666666666679,12,12,0,1.212
44,1,9238,1,140.0,1,1,3,5,141.7,0,0,1,0,1,20,6,6,6,12.833333333333334,6,6,6,12.833333333333334,13.9,-0.3,0.79,Graduate,1,1.0,1.0,0.0,12,12,0,-0.237
1,2,9085,1,144.0,1,19,4,10,132.1,1,0,1,0,1,19,5,10,3,12.666666666666666,5,7,3,13.0,12.7,3.7,-1.7,Graduate,1,0.6,0.6,0.3333333333333339,10,6,0,-6.29
1,5,9500,1,122.0,37,3,9,2,116.8,1,0,1,0,0,20,7,8,6,13.271428571428572,8,8,7,14.471428571428572,13.9,-0.3,0.79,Graduate,1,0.8571428571428571,0.875,1.1999999999999993,15,13,0,-0.237
1,1,9991,0,143.0,19,37,5,8,135.0,0,0,1,0,1,20,5,5,5,12.4,5,6,5,12.833333333333334,10.8,1.4,1.74,Graduate,1,1.0,1.0,0.43333333333333357,10,10,0,2.436
44,1,9085,1,150.0,38,1,5,5,150.0,0,0,1,0,0,20,5,10,2,14.5,5,7,4,11.25,12.7,3.7,-1.7,Enrolled,1,0.4,0.8,-3.25,10,6,0,-6.29
1,3,9238,1,124.0,19,1,7,10,116.0,1,1,1,0,0,19,6,7,0,0.0,5,5,0,0.0,13.9,-0.3,0.79,Dropout,0,0.0,0.0,0.0,11,0,0,-0.237
